rcp_scenario,region,season,year_30yravg,status,percentile,value 
8.5,Nashua,Summer,2035,Projected,90,4.75048185765
8.5,Nashua,Summer,2055,Projected,10,4.48361338443
8.5,Nashua,Summer,2055,Projected,25,5.02357240657
8.5,Nashua,Summer,2055,Projected,50,5.9456821466
8.5,Nashua,Summer,2055,Projected,75,6.59741488779
8.5,Nashua,Summer,2055,Projected,90,8.2496367007
8.5,Nashua,Summer,2075,Projected,10,5.55560959636
8.5,Nashua,Summer,2075,Projected,25,7.09556268748
8.5,Nashua,Summer,2075,Projected,50,8.43836025165
8.5,Nashua,Summer,2075,Projected,75,9.48045121998
8.5,Nashua,Summer,2075,Projected,90,12.2494398396
8.5,Nashua,Summer,2090,Projected,10,6.78077136286
8.5,Nashua,Summer,2090,Projected,25,8.37235797536
8.5,Nashua,Summer,2090,Projected,50,10.6056049375
8.5,Nashua,Summer,2090,Projected,75,11.9619907419
8.5,Nashua,Summer,2090,Projected,90,14.8865979127
N/A,North Coastal,Summer,1985,Observed,N/A,69.5595588662
4.5,North Coastal,Summer,2035,Projected,10,1.96620498244
4.5,North Coastal,Summer,2035,Projected,25,2.06849823538
4.5,North Coastal,Summer,2035,Projected,50,2.58535102155
4.5,North Coastal,Summer,2035,Projected,75,3.50535573049
4.5,North Coastal,Summer,2035,Projected,90,3.97334697408
4.5,North Coastal,Summer,2055,Projected,10,2.40244591935
4.5,North Coastal,Summer,2055,Projected,25,3.0062775489
4.5,North Coastal,Summer,2055,Projected,50,3.74340192925
4.5,North Coastal,Summer,2055,Projected,75,4.54294920017
4.5,North Coastal,Summer,2055,Projected,90,5.16540326459
4.5,North Coastal,Summer,2075,Projected,10,2.71227881633
4.5,North Coastal,Summer,2075,Projected,25,3.12261429565
4.5,North Coastal,Summer,2075,Projected,50,4.12217337215
4.5,North Coastal,Summer,2075,Projected,75,5.5664974584
4.5,North Coastal,Summer,2075,Projected,90,6.34025872365
4.5,North Coastal,Summer,2090,Projected,10,2.77374021255
4.5,North Coastal,Summer,2090,Projected,25,3.66663444823
4.5,North Coastal,Summer,2090,Projected,50,4.83102950423
4.5,North Coastal,Summer,2090,Projected,75,5.93922924878
4.5,North Coastal,Summer,2090,Projected,90,7.56172798635
8.5,North Coastal,Summer,2035,Projected,10,2.15016745295
8.5,North Coastal,Summer,2035,Projected,25,2.77897552404
8.5,North Coastal,Summer,2035,Projected,50,3.2723492302
8.5,North Coastal,Summer,2035,Projected,75,3.78453989087
8.5,North Coastal,Summer,2035,Projected,90,4.18975040753
8.5,North Coastal,Summer,2055,Projected,10,3.92224758228
8.5,North Coastal,Summer,2055,Projected,25,4.42648488287
8.5,North Coastal,Summer,2055,Projected,50,5.28000172832
8.5,North Coastal,Summer,2055,Projected,75,5.90789012926
8.5,North Coastal,Summer,2055,Projected,90,7.56897536815
8.5,North Coastal,Summer,2075,Projected,10,4.9492289574
8.5,North Coastal,Summer,2075,Projected,25,5.96874474826
8.5,North Coastal,Summer,2075,Projected,50,7.6674229182
8.5,North Coastal,Summer,2075,Projected,75,8.76335070894
8.5,North Coastal,Summer,2075,Projected,90,11.2640494318
8.5,North Coastal,Summer,2090,Projected,10,6.07360996399
8.5,North Coastal,Summer,2090,Projected,25,7.12140659862
8.5,North Coastal,Summer,2090,Projected,50,9.55608081001
8.5,North Coastal,Summer,2090,Projected,75,11.3984558106
8.5,North Coastal,Summer,2090,Projected,90,13.690720498
N/A,Parker,Summer,1985,Observed,N/A,69.4411619204
4.5,Parker,Summer,2035,Projected,10,1.96014600425
4.5,Parker,Summer,2035,Projected,25,2.09122589882
4.5,Parker,Summer,2035,Projected,50,2.5599008863
4.5,Parker,Summer,2035,Projected,75,3.43283559382
4.5,Parker,Summer,2035,Projected,90,3.96335003779
4.5,Parker,Summer,2055,Projected,10,2.47242189563
4.5,Parker,Summer,2055,Projected,25,2.97447276687
4.5,Parker,Summer,2055,Projected,50,3.66893768937
4.5,Parker,Summer,2055,Projected,75,4.44939226138
4.5,Parker,Summer,2055,Projected,90,5.12203813612
4.5,Parker,Summer,2075,Projected,10,2.76749704768
4.5,Parker,Summer,2075,Projected,25,3.23569484366
4.5,Parker,Summer,2075,Projected,50,4.06569151419
4.5,Parker,Summer,2075,Projected,75,5.39047150298
4.5,Parker,Summer,2075,Projected,90,6.29575083728
4.5,Parker,Summer,2090,Projected,10,2.91184071027
4.5,Parker,Summer,2090,Projected,25,3.74789813095
4.5,Parker,Summer,2090,Projected,50,4.73176206054
4.5,Parker,Summer,2090,Projected,75,5.74595733249
4.5,Parker,Summer,2090,Projected,90,7.41456407224
8.5,Parker,Summer,2035,Projected,10,2.15388688829
8.5,Parker,Summer,2035,Projected,25,2.74473495826
8.5,Parker,Summer,2035,Projected,50,3.26640325073
8.5,Parker,Summer,2035,Projected,75,3.6758102895
8.5,Parker,Summer,2035,Projected,90,4.12128024103
8.5,Parker,Summer,2055,Projected,10,3.93832151748
8.5,Parker,Summer,2055,Projected,25,4.43214394158
8.5,Parker,Summer,2055,Projected,50,5.18570286913
8.5,Parker,Summer,2055,Projected,75,5.69769138125
8.5,Parker,Summer,2055,Projected,90,7.41935892442
8.5,Parker,Summer,2075,Projected,10,4.96915436522
8.5,Parker,Summer,2075,Projected,25,5.95378289564
8.5,Parker,Summer,2075,Projected,50,7.54946200385
8.5,Parker,Summer,2075,Projected,75,8.50599591842
8.5,Parker,Summer,2075,Projected,90,11.1568687654
8.5,Parker,Summer,2090,Projected,10,6.05963900499
8.5,Parker,Summer,2090,Projected,25,7.04240575188
8.5,Parker,Summer,2090,Projected,50,9.36757648378
8.5,Parker,Summer,2090,Projected,75,11.0662072676
8.5,Parker,Summer,2090,Projected,90,13.6463271721
N/A,Quinebaug,Summer,1985,Observed,N/A,67.4617354936
4.5,Quinebaug,Summer,2035,Projected,10,2.14216230063
4.5,Quinebaug,Summer,2035,Projected,25,2.54897126289
4.5,Quinebaug,Summer,2035,Projected,50,3.05287536522
4.5,Quinebaug,Summer,2035,Projected,75,3.9821707273
4.5,Quinebaug,Summer,2035,Projected,90,4.12397203805
4.5,Quinebaug,Summer,2055,Projected,10,2.61493741009
4.5,Quinebaug,Summer,2055,Projected,25,3.46264959009
4.5,Quinebaug,Summer,2055,Projected,50,4.47306878144
4.5,Quinebaug,Summer,2055,Projected,75,5.27183921972
4.5,Quinebaug,Summer,2055,Projected,90,5.63952862293
4.5,Quinebaug,Summer,2075,Projected,10,3.03501897629
4.5,Quinebaug,Summer,2075,Projected,25,3.75968753516
4.5,Quinebaug,Summer,2075,Projected,50,4.71737739979
4.5,Quinebaug,Summer,2075,Projected,75,6.44184326773
4.5,Quinebaug,Summer,2075,Projected,90,6.85789209941
4.5,Quinebaug,Summer,2090,Projected,10,3.1719439277
4.5,Quinebaug,Summer,2090,Projected,25,4.27588027844
4.5,Quinebaug,Summer,2090,Projected,50,5.26575016371
4.5,Quinebaug,Summer,2090,Projected,75,6.81876559969
4.5,Quinebaug,Summer,2090,Projected,90,7.8692256652
8.5,Quinebaug,Summer,2035,Projected,10,2.54931150238
8.5,Quinebaug,Summer,2035,Projected,25,3.15443278387
8.5,Quinebaug,Summer,2035,Projected,50,3.96980257691
8.5,Quinebaug,Summer,2035,Projected,75,4.19611496981
8.5,Quinebaug,Summer,2035,Projected,90,4.75575218212
8.5,Quinebaug,Summer,2055,Projected,10,4.50238517841
8.5,Quinebaug,Summer,2055,Projected,25,5.00520129471
8.5,Quinebaug,Summer,2055,Projected,50,6.01367351641
8.5,Quinebaug,Summer,2055,Projected,75,6.7423473783
8.5,Quinebaug,Summer,2055,Projected,90,8.112999484
8.5,Quinebaug,Summer,2075,Projected,10,5.64199512067
8.5,Quinebaug,Summer,2075,Projected,25,6.82244380648
8.5,Quinebaug,Summer,2075,Projected,50,8.72892332282
8.5,Quinebaug,Summer,2075,Projected,75,9.67318983799
8.5,Quinebaug,Summer,2075,Projected,90,11.8873611829
8.5,Quinebaug,Summer,2090,Projected,10,6.83345118201
8.5,Quinebaug,Summer,2090,Projected,25,7.97967019521
8.5,Quinebaug,Summer,2090,Projected,50,10.9086274047
8.5,Quinebaug,Summer,2090,Projected,75,12.1070349591
8.5,Quinebaug,Summer,2090,Projected,90,14.3476097376
N/A,Shawsheen,Summer,1985,Observed,N/A,69.15436102
4.5,Shawsheen,Summer,2035,Projected,10,2.15871593606
4.5,Shawsheen,Summer,2035,Projected,25,2.40114808931
4.5,Shawsheen,Summer,2035,Projected,50,2.81683647662
4.5,Shawsheen,Summer,2035,Projected,75,3.79335084297
4.5,Shawsheen,Summer,2035,Projected,90,4.30168964133
4.5,Shawsheen,Summer,2055,Projected,10,2.65368991333
4.5,Shawsheen,Summer,2055,Projected,25,3.19142288285
4.5,Shawsheen,Summer,2055,Projected,50,3.98723150922
4.5,Shawsheen,Summer,2055,Projected,75,4.85809540517
4.5,Shawsheen,Summer,2055,Projected,90,5.49189834505
4.5,Shawsheen,Summer,2075,Projected,10,2.92195642179
4.5,Shawsheen,Summer,2075,Projected,25,3.45228717495
4.5,Shawsheen,Summer,2075,Projected,50,4.27280944404
4.5,Shawsheen,Summer,2075,Projected,75,5.94713551813
4.5,Shawsheen,Summer,2075,Projected,90,6.78302699751
4.5,Shawsheen,Summer,2090,Projected,10,3.06309369819
4.5,Shawsheen,Summer,2090,Projected,25,3.96199652065
4.5,Shawsheen,Summer,2090,Projected,50,4.97350387003
4.5,Shawsheen,Summer,2090,Projected,75,6.30448762699
4.5,Shawsheen,Summer,2090,Projected,90,7.85277232598
8.5,Shawsheen,Summer,2035,Projected,10,2.46130204963
8.5,Shawsheen,Summer,2035,Projected,25,3.03541763766
8.5,Shawsheen,Summer,2035,Projected,50,3.64974919141
8.5,Shawsheen,Summer,2035,Projected,75,3.97840310835
8.5,Shawsheen,Summer,2035,Projected,90,4.41026560443
8.5,Shawsheen,Summer,2055,Projected,10,4.22269933029
8.5,Shawsheen,Summer,2055,Projected,25,4.80037766613
8.5,Shawsheen,Summer,2055,Projected,50,5.71111562808
8.5,Shawsheen,Summer,2055,Projected,75,6.15235244013
8.5,Shawsheen,Summer,2055,Projected,90,7.87681716437
8.5,Shawsheen,Summer,2075,Projected,10,5.26894866716
8.5,Shawsheen,Summer,2075,Projected,25,6.50046339991
8.5,Shawsheen,Summer,2075,Projected,50,8.04802590053
8.5,Shawsheen,Summer,2075,Projected,75,9.1698334713
8.5,Shawsheen,Summer,2075,Projected,90,11.781334147
8.5,Shawsheen,Summer,2090,Projected,10,6.37828038986
8.5,Shawsheen,Summer,2090,Projected,25,7.67811824636
8.5,Shawsheen,Summer,2090,Projected,50,9.9894680927
8.5,Shawsheen,Summer,2090,Projected,75,11.6897059292
8.5,Shawsheen,Summer,2090,Projected,90,14.2192390181
N/A,South Coastal,Summer,1985,Observed,N/A,69.1203739248
4.5,South Coastal,Summer,2035,Projected,10,1.49739997459
4.5,South Coastal,Summer,2035,Projected,25,1.95332049435
4.5,South Coastal,Summer,2035,Projected,50,2.41275617757
4.5,South Coastal,Summer,2035,Projected,75,3.08698063731
4.5,South Coastal,Summer,2035,Projected,90,3.40710965505
4.5,South Coastal,Summer,2055,Projected,10,1.95694643486
4.5,South Coastal,Summer,2055,Projected,25,2.73698235125
4.5,South Coastal,Summer,2055,Projected,50,3.34989314001
4.5,South Coastal,Summer,2055,Projected,75,4.25398920861
4.5,South Coastal,Summer,2055,Projected,90,4.77506065171
4.5,South Coastal,Summer,2075,Projected,10,2.2699068393
4.5,South Coastal,Summer,2075,Projected,25,2.7971390421
4.5,South Coastal,Summer,2075,Projected,50,3.81566712399
4.5,South Coastal,Summer,2075,Projected,75,5.30605955789
4.5,South Coastal,Summer,2075,Projected,90,5.57138429085
4.5,South Coastal,Summer,2090,Projected,10,2.39806310663
4.5,South Coastal,Summer,2090,Projected,25,3.34183512591
4.5,South Coastal,Summer,2090,Projected,50,4.6077967314
4.5,South Coastal,Summer,2090,Projected,75,5.88876069763
4.5,South Coastal,Summer,2090,Projected,90,7.00262037401
8.5,South Coastal,Summer,2035,Projected,10,1.70185360255
8.5,South Coastal,Summer,2035,Projected,25,2.53677727177
8.5,South Coastal,Summer,2035,Projected,50,2.73841849266
8.5,South Coastal,Summer,2035,Projected,75,3.33260776047
8.5,South Coastal,Summer,2035,Projected,90,3.80069888157
8.5,South Coastal,Summer,2055,Projected,10,3.57691176321
8.5,South Coastal,Summer,2055,Projected,25,3.75415515644
8.5,South Coastal,Summer,2055,Projected,50,4.8926700909
8.5,South Coastal,Summer,2055,Projected,75,5.68817826639
8.5,South Coastal,Summer,2055,Projected,90,7.09623796691
8.5,South Coastal,Summer,2075,Projected,10,4.52162875119
8.5,South Coastal,Summer,2075,Projected,25,5.50637086943
8.5,South Coastal,Summer,2075,Projected,50,7.24981415331
8.5,South Coastal,Summer,2075,Projected,75,8.65176455521
8.5,South Coastal,Summer,2075,Projected,90,10.4276059816
8.5,South Coastal,Summer,2090,Projected,10,5.58620039384
8.5,South Coastal,Summer,2090,Projected,25,6.82484354727
8.5,South Coastal,Summer,2090,Projected,50,9.17150485451
8.5,South Coastal,Summer,2090,Projected,75,11.0626508331
8.5,South Coastal,Summer,2090,Projected,90,12.1967070644
N/A,SuAsCo,Summer,1985,Observed,N/A,69.5074393777
4.5,SuAsCo,Summer,2035,Projected,10,2.01404445012
4.5,SuAsCo,Summer,2035,Projected,25,2.34578999379
4.5,SuAsCo,Summer,2035,Projected,50,2.83977998519
4.5,SuAsCo,Summer,2035,Projected,75,3.78325243412
4.5,SuAsCo,Summer,2035,Projected,90,4.23772816118
4.5,SuAsCo,Summer,2055,Projected,10,2.42988189755
4.5,SuAsCo,Summer,2055,Projected,25,3.1004462095
4.5,SuAsCo,Summer,2055,Projected,50,4.23920382875
4.5,SuAsCo,Summer,2055,Projected,75,4.93557720393
4.5,SuAsCo,Summer,2055,Projected,90,5.6665115737
4.5,SuAsCo,Summer,2075,Projected,10,2.73122560194
4.5,SuAsCo,Summer,2075,Projected,25,3.46074052345
4.5,SuAsCo,Summer,2075,Projected,50,4.55381597886
4.5,SuAsCo,Summer,2075,Projected,75,6.27260373934
4.5,SuAsCo,Summer,2075,Projected,90,6.89871585674
4.5,SuAsCo,Summer,2090,Projected,10,2.90803611971
4.5,SuAsCo,Summer,2090,Projected,25,3.91144808773
4.5,SuAsCo,Summer,2090,Projected,50,5.03735134221
4.5,SuAsCo,Summer,2090,Projected,75,6.78878239027
4.5,SuAsCo,Summer,2090,Projected,90,7.81630239149
8.5,SuAsCo,Summer,2035,Projected,10,2.34547579168
8.5,SuAsCo,Summer,2035,Projected,25,2.95867720501
8.5,SuAsCo,Summer,2035,Projected,50,3.71285625597
8.5,SuAsCo,Summer,2035,Projected,75,4.02820832363
8.5,SuAsCo,Summer,2035,Projected,90,4.66354960286
8.5,SuAsCo,Summer,2055,Projected,10,4.20159669135
8.5,SuAsCo,Summer,2055,Projected,25,4.78497476284
8.5,SuAsCo,Summer,2055,Projected,50,5.81092608858
8.5,SuAsCo,Summer,2055,Projected,75,6.46337881108
8.5,SuAsCo,Summer,2055,Projected,90,8.2803795205
8.5,SuAsCo,Summer,2075,Projected,10,5.31338387443
8.5,SuAsCo,Summer,2075,Projected,25,6.86714932207
8.5,SuAsCo,Summer,2075,Projected,50,8.33701404749
8.5,SuAsCo,Summer,2075,Projected,75,9.45402647125
8.5,SuAsCo,Summer,2075,Projected,90,12.0670819941
8.5,SuAsCo,Summer,2090,Projected,10,6.51226919474
8.5,SuAsCo,Summer,2090,Projected,25,8.1426122908
8.5,SuAsCo,Summer,2090,Projected,50,10.5294876169
8.5,SuAsCo,Summer,2090,Projected,75,12.0780987241
8.5,SuAsCo,Summer,2090,Projected,90,14.6288315639
N/A,Taunton,Summer,1985,Observed,N/A,69.5663648653
4.5,Taunton,Summer,2035,Projected,10,1.74130353566
4.5,Taunton,Summer,2035,Projected,25,2.0965868382
4.5,Taunton,Summer,2035,Projected,50,2.5043437161
4.5,Taunton,Summer,2035,Projected,75,3.24246989526
4.5,Taunton,Summer,2035,Projected,90,3.60920300198
4.5,Taunton,Summer,2055,Projected,10,2.15072738911
4.5,Taunton,Summer,2055,Projected,25,2.96915591218
4.5,Taunton,Summer,2055,Projected,50,3.73008109018
4.5,Taunton,Summer,2055,Projected,75,4.62409765487
4.5,Taunton,Summer,2055,Projected,90,5.02920626793
4.5,Taunton,Summer,2075,Projected,10,2.50494593655
4.5,Taunton,Summer,2075,Projected,25,3.03741148943
4.5,Taunton,Summer,2075,Projected,50,4.11193509642
4.5,Taunton,Summer,2075,Projected,75,5.55618292235
4.5,Taunton,Summer,2075,Projected,90,5.90577284122
4.5,Taunton,Summer,2090,Projected,10,2.65529528525
4.5,Taunton,Summer,2090,Projected,25,3.57536859923
4.5,Taunton,Summer,2090,Projected,50,4.93535421861
4.5,Taunton,Summer,2090,Projected,75,6.04909736547
4.5,Taunton,Summer,2090,Projected,90,7.17753288775
8.5,Taunton,Summer,2035,Projected,10,1.93035319088
8.5,Taunton,Summer,2035,Projected,25,2.70642789405
8.5,Taunton,Summer,2035,Projected,50,3.10603930202
8.5,Taunton,Summer,2035,Projected,75,3.61098550707
8.5,Taunton,Summer,2035,Projected,90,4.0193885272
8.5,Taunton,Summer,2055,Projected,10,3.949334575
8.5,Taunton,Summer,2055,Projected,25,4.10122473626
8.5,Taunton,Summer,2055,Projected,50,5.19374368873
8.5,Taunton,Summer,2055,Projected,75,6.00163262989
8.5,Taunton,Summer,2055,Projected,90,7.27179258193
8.5,Taunton,Summer,2075,Projected,10,4.87692189698
8.5,Taunton,Summer,2075,Projected,25,5.80302821425
8.5,Taunton,Summer,2075,Projected,50,7.51961237373
8.5,Taunton,Summer,2075,Projected,75,9.05397321048
8.5,Taunton,Summer,2075,Projected,90,10.6050877966
8.5,Taunton,Summer,2090,Projected,10,5.89609030368
8.5,Taunton,Summer,2090,Projected,25,6.95159331995
8.5,Taunton,Summer,2090,Projected,50,9.42189716509
8.5,Taunton,Summer,2090,Projected,75,11.3220647428
8.5,Taunton,Summer,2090,Projected,90,12.3694322522
N/A,Ten Mile,Summer,1985,Observed,N/A,69.4724626308
4.5,Ten Mile,Summer,2035,Projected,10,1.89121276577
4.5,Ten Mile,Summer,2035,Projected,25,2.22420723176
4.5,Ten Mile,Summer,2035,Projected,50,2.65012175354
4.5,Ten Mile,Summer,2035,Projected,75,3.47544092799
4.5,Ten Mile,Summer,2035,Projected,90,3.63959578883
4.5,Ten Mile,Summer,2055,Projected,10,2.35850743536
4.5,Ten Mile,Summer,2055,Projected,25,3.15766717074
4.5,Ten Mile,Summer,2055,Projected,50,3.80108887878
4.5,Ten Mile,Summer,2055,Projected,75,4.70275393319
4.5,Ten Mile,Summer,2055,Projected,90,5.04963609086
4.5,Ten Mile,Summer,2075,Projected,10,2.69482612244
4.5,Ten Mile,Summer,2075,Projected,25,3.22780879769
4.5,Ten Mile,Summer,2075,Projected,50,4.20729999656
4.5,Ten Mile,Summer,2075,Projected,75,5.55621432481
4.5,Ten Mile,Summer,2075,Projected,90,6.04081308216
4.5,Ten Mile,Summer,2090,Projected,10,2.76768098873
4.5,Ten Mile,Summer,2090,Projected,25,3.79933593179
4.5,Ten Mile,Summer,2090,Projected,50,4.95105884518
4.5,Ten Mile,Summer,2090,Projected,75,5.95180999943
4.5,Ten Mile,Summer,2090,Projected,90,7.26491350941
8.5,Ten Mile,Summer,2035,Projected,10,2.11485417089
8.5,Ten Mile,Summer,2035,Projected,25,2.82628445978
8.5,Ten Mile,Summer,2035,Projected,50,3.24345470715
8.5,Ten Mile,Summer,2035,Projected,75,3.71384673161
8.5,Ten Mile,Summer,2035,Projected,90,4.10390511431
8.5,Ten Mile,Summer,2055,Projected,10,4.11545618181
8.5,Ten Mile,Summer,2055,Projected,25,4.2787138586
8.5,Ten Mile,Summer,2055,Projected,50,5.30366270155
8.5,Ten Mile,Summer,2055,Projected,75,6.08347845974
8.5,Ten Mile,Summer,2055,Projected,90,7.40060172607
8.5,Ten Mile,Summer,2075,Projected,10,5.02916131429
8.5,Ten Mile,Summer,2075,Projected,25,5.88241580953
8.5,Ten Mile,Summer,2075,Projected,50,7.72020296294
8.5,Ten Mile,Summer,2075,Projected,75,9.18375104597
8.5,Ten Mile,Summer,2075,Projected,90,10.8831200996
8.5,Ten Mile,Summer,2090,Projected,10,6.05463010601
8.5,Ten Mile,Summer,2090,Projected,25,7.02377180846
8.5,Ten Mile,Summer,2090,Projected,50,9.58761844647
8.5,Ten Mile,Summer,2090,Projected,75,11.535526077
8.5,Ten Mile,Summer,2090,Projected,90,12.8742584547
N/A,Westfield,Summer,1985,Observed,N/A,65.7439691475
4.5,Westfield,Summer,2035,Projected,10,2.17079248679
4.5,Westfield,Summer,2035,Projected,25,2.59229277329
4.5,Westfield,Summer,2035,Projected,50,3.00955017018
4.5,Westfield,Summer,2035,Projected,75,3.79997921611
4.5,Westfield,Summer,2035,Projected,90,4.23659071422
4.5,Westfield,Summer,2055,Projected,10,2.53395425073
4.5,Westfield,Summer,2055,Projected,25,3.22515846475
4.5,Westfield,Summer,2055,Projected,50,4.36354231643
4.5,Westfield,Summer,2055,Projected,75,5.03243678733
4.5,Westfield,Summer,2055,Projected,90,5.65128310869
4.5,Westfield,Summer,2075,Projected,10,2.91984000652
4.5,Westfield,Summer,2075,Projected,25,3.71812549804
4.5,Westfield,Summer,2075,Projected,50,4.66540886909
4.5,Westfield,Summer,2075,Projected,75,6.4632290393
4.5,Westfield,Summer,2075,Projected,90,6.96970948456
4.5,Westfield,Summer,2090,Projected,10,3.13350642125
4.5,Westfield,Summer,2090,Projected,25,4.16493340033
4.5,Westfield,Summer,2090,Projected,50,5.06595056889
4.5,Westfield,Summer,2090,Projected,75,6.95077052462
4.5,Westfield,Summer,2090,Projected,90,7.84557702458
8.5,Westfield,Summer,2035,Projected,10,2.59960635687
8.5,Westfield,Summer,2035,Projected,25,3.23064989905
8.5,Westfield,Summer,2035,Projected,50,3.95188744954
8.5,Westfield,Summer,2035,Projected,75,4.25896463431
8.5,Westfield,Summer,2035,Projected,90,4.72313275715
8.5,Westfield,Summer,2055,Projected,10,4.49746055582
8.5,Westfield,Summer,2055,Projected,25,4.96023630419
8.5,Westfield,Summer,2055,Projected,50,5.92743665389
8.5,Westfield,Summer,2055,Projected,75,6.69849688305
8.5,Westfield,Summer,2055,Projected,90,8.27907822284
8.5,Westfield,Summer,2075,Projected,10,5.72520727936
8.5,Westfield,Summer,2075,Projected,25,7.06047446884
8.5,Westfield,Summer,2075,Projected,50,8.63445909822
8.5,Westfield,Summer,2075,Projected,75,9.52331359099
8.5,Westfield,Summer,2075,Projected,90,12.1838438511
8.5,Westfield,Summer,2090,Projected,10,7.0351729361
8.5,Westfield,Summer,2090,Projected,25,8.32467964152
8.5,Westfield,Summer,2090,Projected,50,10.947841194
8.5,Westfield,Summer,2090,Projected,75,11.8535575138
8.5,Westfield,Summer,2090,Projected,90,15.0086278072
N/A,Blackstone,Fall,1985,Observed,N/A,50.4549184666
4.5,Blackstone,Fall,2035,Projected,10,2.28919599274
4.5,Blackstone,Fall,2035,Projected,25,2.68126217982
4.5,Blackstone,Fall,2035,Projected,50,3.36611189719
4.5,Blackstone,Fall,2035,Projected,75,4.25036606239
4.5,Blackstone,Fall,2035,Projected,90,4.94587724991
4.5,Blackstone,Fall,2055,Projected,10,3.81347145984
4.5,Blackstone,Fall,2055,Projected,25,4.10724868609
4.5,Blackstone,Fall,2055,Projected,50,4.49674231739
4.5,Blackstone,Fall,2055,Projected,75,5.3264567957
4.5,Blackstone,Fall,2055,Projected,90,5.9859123096
4.5,Blackstone,Fall,2075,Projected,10,3.4851301517
4.5,Blackstone,Fall,2075,Projected,25,3.96170080898
4.5,Blackstone,Fall,2075,Projected,50,5.0836884469
4.5,Blackstone,Fall,2075,Projected,75,6.13701989856
4.5,Blackstone,Fall,2075,Projected,90,6.8244491838
4.5,Blackstone,Fall,2090,Projected,10,3.51387942549
4.5,Blackstone,Fall,2090,Projected,25,4.53445886669
4.5,Blackstone,Fall,2090,Projected,50,5.41639206959
4.5,Blackstone,Fall,2090,Projected,75,6.88110351143
4.5,Blackstone,Fall,2090,Projected,90,8.03254904777
8.5,Blackstone,Fall,2035,Projected,10,2.84518480633
8.5,Blackstone,Fall,2035,Projected,25,3.3434329028
8.5,Blackstone,Fall,2035,Projected,50,4.05601966101
8.5,Blackstone,Fall,2035,Projected,75,4.72499249871
8.5,Blackstone,Fall,2035,Projected,90,5.18679370172
8.5,Blackstone,Fall,2055,Projected,10,4.35380619719
8.5,Blackstone,Fall,2055,Projected,25,5.01030623974
8.5,Blackstone,Fall,2055,Projected,50,5.8959755258
8.5,Blackstone,Fall,2055,Projected,75,6.71050450309
8.5,Blackstone,Fall,2055,Projected,90,8.15064087606
8.5,Blackstone,Fall,2075,Projected,10,6.01141805966
8.5,Blackstone,Fall,2075,Projected,25,6.82744499768
8.5,Blackstone,Fall,2075,Projected,50,8.85457788162
8.5,Blackstone,Fall,2075,Projected,75,9.59540415864
8.5,Blackstone,Fall,2075,Projected,90,11.5889131728
8.5,Blackstone,Fall,2090,Projected,10,7.73728465408
8.5,Blackstone,Fall,2090,Projected,25,8.5638369577
8.5,Blackstone,Fall,2090,Projected,50,10.4842885889
8.5,Blackstone,Fall,2090,Projected,75,11.9775202056
8.5,Blackstone,Fall,2090,Projected,90,14.0735038683
N/A,Boston Harbor,Fall,1985,Observed,N/A,52.5753957671
4.5,Boston Harbor,Fall,2035,Projected,10,1.98476137932
4.5,Boston Harbor,Fall,2035,Projected,25,2.49202862381
4.5,Boston Harbor,Fall,2035,Projected,50,3.14613486371
4.5,Boston Harbor,Fall,2035,Projected,75,3.81079465804
4.5,Boston Harbor,Fall,2035,Projected,90,4.507918589
4.5,Boston Harbor,Fall,2055,Projected,10,3.4369273288
4.5,Boston Harbor,Fall,2055,Projected,25,3.65205644251
4.5,Boston Harbor,Fall,2055,Projected,50,4.15248226622
4.5,Boston Harbor,Fall,2055,Projected,75,4.82683816545
4.5,Boston Harbor,Fall,2055,Projected,90,5.5227519952
4.5,Boston Harbor,Fall,2075,Projected,10,3.14913371547
4.5,Boston Harbor,Fall,2075,Projected,25,3.54938710123
4.5,Boston Harbor,Fall,2075,Projected,50,4.78234952574
4.5,Boston Harbor,Fall,2075,Projected,75,5.70025424568
4.5,Boston Harbor,Fall,2075,Projected,90,6.29790577925
4.5,Boston Harbor,Fall,2090,Projected,10,3.17317071815
4.5,Boston Harbor,Fall,2090,Projected,25,4.13028656093
4.5,Boston Harbor,Fall,2090,Projected,50,5.17185388502
4.5,Boston Harbor,Fall,2090,Projected,75,6.33956525026
4.5,Boston Harbor,Fall,2090,Projected,90,7.4224446604
8.5,Boston Harbor,Fall,2035,Projected,10,2.44760585369
8.5,Boston Harbor,Fall,2035,Projected,25,2.94090323682
8.5,Boston Harbor,Fall,2035,Projected,50,3.72796347992
8.5,Boston Harbor,Fall,2035,Projected,75,4.35711945734
8.5,Boston Harbor,Fall,2035,Projected,90,4.66304293737
8.5,Boston Harbor,Fall,2055,Projected,10,3.90773768419
8.5,Boston Harbor,Fall,2055,Projected,25,4.56875109005
8.5,Boston Harbor,Fall,2055,Projected,50,5.49175381683
8.5,Boston Harbor,Fall,2055,Projected,75,6.44688294124
8.5,Boston Harbor,Fall,2055,Projected,90,7.52095579165
8.5,Boston Harbor,Fall,2075,Projected,10,5.33806772435
8.5,Boston Harbor,Fall,2075,Projected,25,6.40876668592
8.5,Boston Harbor,Fall,2075,Projected,50,8.23859454644
8.5,Boston Harbor,Fall,2075,Projected,75,9.17246759274
8.5,Boston Harbor,Fall,2075,Projected,90,10.9196614267
8.5,Boston Harbor,Fall,2090,Projected,10,7.03056835556
