featureid,huc8,AreaSqKM,impoundArea,agriculture,devel_hi,forest,mean_jul_temp,occ_current,occ_air_2,occ_air_4,occ_air_6,occ_45_2035,occ_45_2055,occ_45_2075,occ_45_2090,occ_85_2035,occ_85_2055,occ_85_2075,occ_85_2090
201479604,01070005,0.2777008762887926,0.0156695,3.32384,0,88.6731,18.981986071281355,0.7614244908394358,0.47317902633188735,0.201768267730365,0.06641114713464472,0.5400034721112437,0.4176301212279502,0.39095169425846515,0.3512359237289804,0.46328269701523733,0.2919239826474767,0.1448316099520293,0.07256776913217132
201479605,01080204,2.3676093408486234,0.0964253,5.06485,0.0432366,79.7472,,,,,,,,,,,,,
201479612,01080204,0.5034910662933808,0.060417799999999994,3.24675,0,81.7204,20.262577095110625,0.8493206799242599,0.554262508855815,0.2152666455431326,0.057063123914123534,0.6082721946534286,0.4704306552875614,0.4364119283417863,0.3945728861910244,0.5058726808532528,0.3061866047525783,0.12614073922183414,0.05219013068101099
201479621,01080204,1.5161306370744467,0.025914500000000004,0.959798,0,90.5385,19.639801643925104,0.9119693577846045,0.6967639098543799,0.3375902311249827,0.10155746042981117,0.7414061670109191,0.6217094272829354,0.5890351838841733,0.546911528558261,0.6543490907924963,0.45009462198617806,0.21184881095671962,0.09328907754437396
201479624,01080204,0.6751456802527823,0.0465868,2.26279,0,84.2711,19.002746182638298,0.9507581461796454,0.8202983746447523,0.5190469907073061,0.203279732826225,0.8494561316490161,0.7680711995926959,0.7439156197710763,0.7113447039717548,0.7913131914857542,0.629460827031186,0.3690207551023699,0.18907758464469293
201479625,01080204,1.9838778615154207,0.0628608,4.60481,0,84.9307,20.8490947577525,0.7606193616934164,0.41397617284216176,0.13573415309426162,0.03373793004094245,0.4684063156142596,0.3357810733037451,0.3060247672042896,0.27085674941337357,0.36796144714443957,0.20130462149413514,0.0765659622383458,0.03080622433666929
201479626,01080204,0.8306335712585124,0.06287390000000001,4.6524,0,74.0909,19.79568162830008,0.8989471051598916,0.6657415561629497,0.3084008820100429,0.09077579676077877,0.712787590588356,0.5880603283074217,0.5547728634963052,0.5123142559618961,0.6216299028653269,0.4165875162134274,0.1910223193467688,0.0833486459967167
201479627,01080204,2.3929131675317294,0.0944566,4.84884,0.0407894,79.8534,,,,,,,,,,,,,
201479631,01090001,2.5962957336532786,0.13096200000000002,4.70993,1.57188,67.4881,,,,,,,,,,,,,
201479632,01070005,1.1298702738065058,0.09410040000000001,1.50828,0.120128,48.6204,20.936819204946083,0.32083290655297175,0.09813814254866866,0.024453516779226154,0.005741011650135207,0.12919950090409024,0.07736045042224554,0.06868498837988816,0.057094380608054864,0.09413930619574354,0.04230043109692948,0.015521031219919181,0.006406322611348831
201479635,01090001,0.43539838026736005,0.150264,0,0,69.891,20.41834328768304,0.36527375211477026,0.11690807015580668,0.02955401642636466,0.006956964404539299,0.1529324530276532,0.09317250127533909,0.0819266292577291,0.0639112508433743,0.11592205870831446,0.04884454971042344,0.018148915401423802,0.008409273549174956
201479638,01070005,0.7744439689249651,0.34704999999999997,3.84266,2.08775,61.2872,19.56320193578751,0.6439346357652282,0.34005753322423954,0.12802238912525968,0.04015290024677012,0.4018153741275703,0.29194344687037943,0.26979032030003564,0.23788276928147195,0.33128097200014306,0.19245894248756118,0.08988018215183807,0.043950882961989596
